[1012/141234:INFO:CONSOLE(1400)] "AC stopped", source: ac://theme/default/js/ui.js (1400)
[1012/141234:INFO:CONSOLE(4386)] "Returned from session", source: ac://theme/default/js/ui.js (4386)
[1012/141234:INFO:CONSOLE(3115)] "Widgets refreshed ", source: ac://theme/default/js/ui.js (3115)
[1012/141234:INFO:CONSOLE(628)] "UIResults refreshing", source:  (628)
[1012/141234:INFO:CONSOLE(645)] "UIResults populateresult: false", source:  (645)
[1012/141234:INFO:CONSOLE(666)] ">>> UIResults Registered last event: 1697119489269", source:  (666)
[1012/141234:INFO:CONSOLE(1578)] "Displaying results", source: ac://theme/default/js/ui.js (1578)
[1012/141234:INFO:CONSOLE(687)] ">>> UIResults, invalid: true populateresult:false", source:  (687)
[1012/141234:INFO:CONSOLE(693)] "Invalid results", source:  (693)
[1012/141234:INFO:CONSOLE(279)] "replays: 0 loaded", source: ac://js/__AC.js (279)
[1012/141237:INFO:CONSOLE(2225)] "window focused", source: ac://theme/default/js/ui.js (2225)
[1012/141239:INFO:CONSOLE(2235)] "window blurred", source: ac://theme/default/js/ui.js (2235)
[1012/141243:INFO:CONSOLE(2225)] "window focused", source: ac://theme/default/js/ui.js (2225)
[1012/141243:INFO:CONSOLE(810)] "startrace clicked", source: ac://theme/default/js/ui.js (810)
